frame_id	timestamp	hands	fingers	tools	gestures	hand_label	hand_id	hand_pos	hand_pitch	hand_roll	hand_yaw	hand_arm_dir	hand_wrist_pos	hand_elbow_pos	Thumb_id	Thumb_length	Thumb_width	Thumb_1	Thumb_2	Thumb_3	Thumb_4	Thumb_5	Index_id	Index_length	Index_width	Index_1	Index_2	Index_3	Index_4	Index_5	Middle_id	Middle_length	Middle_width	Middle_1	Middle_2	Middle_3	Middle_4	Middle_5	Ring_id	Ring_length	Ring_width	Ring_1	Ring_2	Ring_3	Ring_4	Ring_5	Pinky_id	Pinky_length	Pinky_width	Pinky_1	Pinky_2	Pinky_3	Pinky_4	Pinky_5	time_s
557570	3607699	1	5	0	0	Left	186	(-17.4861, 254.358, 0.912141)	9.877543	11.890059	19.837568	(0.429661, 0.293153, -0.85408)	(-42.7449, 248.79, 47.3857)	(-155.531, 171.837, 271.581)	1860	50.668617	19.687469	(-16.2161, 242.413, 59.4299)	(-16.2161, 242.413, 59.4299)	(28.1985, 247.149, 40.4517)	(59.9714, 253.94, 33.8806)	(80.5108, 262.607, 38.4349)	1861	57.173882	18.805471	(-23.8423, 261.37, 48.7727)	(12.6083, 264.187, -12.7039)	(27.8922, 283.323, -46.5396)	(37.5468, 290.784, -66.6225)	(44.9144, 293.801, -81.2013)	1862	65.14505	18.469471	(-33.8377, 261.505, 42.186)	(-7.47822, 262.859, -20.2979)	(-0.598966, 284.957, -61.0452)	(5.07649, 294.497, -86.3653)	(9.75453, 298.513, -103.563)	1863	62.638702	17.574873	(-44.1943, 258.789, 36.8923)	(-29.1193, 258.481, -22.1115)	(-26.3573, 277.388, -61.1216)	(-22.8847, 285.651, -86.5189)	(-19.4881, 288.943, -104.057)	1864	49.107586	15.611376	(-54.091, 249.514, 34.1571)	(-48.1886, 250.133, -21.9041)	(-56.9759, 262.377, -52.8016)	(-60.3764, 266.617, -71.0236)	(-62.1025, 268.187, -87.6184)	3.607699
557574	3643799	1	5	0	0	Left	186	(-17.7546, 253.502, 0.804412)	10.107136	11.305614	19.590675	(0.4325, 0.29114, -0.853336)	(-42.7767, 247.816, 47.3917)	(-156.308, 171.392, 271.392)	1860	50.668617	19.687469	(-16.2369, 241.089, 59.2188)	(-16.2369, 241.089, 59.2188)	(28.0631, 246.232, 40.0795)	(59.7841, 253.194, 33.4366)	(80.3317, 261.828, 38.0163)	1861	57.173882	18.805471	(-23.7439, 260.202, 48.7569)	(12.349, 263.144, -12.9245)	(27.9518, 282.104, -46.7136)	(37.6929, 289.64, -66.7266)	(45.0741, 292.839, -81.2596)	1862	65.14505	18.469471	(-33.7783, 260.485, 42.2347)	(-7.79646, 262.071, -20.4018)	(-0.621677, 284.167, -61.0988)	(5.15169, 293.777, -86.3705)	(9.84731, 297.893, -103.54)	1863	62.638702	17.574873	(-44.1937, 257.911, 36.9854)	(-29.4902, 257.917, -22.1128)	(-26.4246, 276.85, -61.0875)	(-22.8174, 285.147, -86.4552)	(-19.3673, 288.48, -103.975)	1864	49.107586	15.611376	(-54.1974, 248.754, 34.2409)	(-48.6384, 249.754, -21.8499)	(-56.8933, 261.876, -52.9415)	(-59.9873, 265.998, -71.2451)	(-61.4469, 267.437, -87.8773)	3.643799
557575	3652902	1	5	0	0	Left	186	(-17.8022, 253.321, 0.790743)	10.177953	11.180261	19.530006	(0.43279, 0.291923, -0.852921)	(-42.7661, 247.592, 47.4039)	(-156.373, 170.962, 271.295)	1860	50.668617	19.687469	(-16.2226, 240.785, 59.1773)	(-16.2226, 240.785, 59.1773)	(28.0479, 245.99, 39.9865)	(59.7593, 252.971, 33.3172)	(80.3169, 261.584, 37.8897)	1861	57.173882	18.805471	(-23.7056, 259.935, 48.7658)	(12.3007, 262.929, -12.9638)	(27.962, 281.889, -46.7255)	(37.7208, 289.453, -66.7196)	(45.1064, 292.691, -81.2417)	1862	65.14505	18.469471	(-33.7492, 260.253, 42.2592)	(-7.85816, 261.912, -20.4129)	(-0.640383, 284.057, -61.076)	(5.14515, 293.706, -86.3298)	(9.84078, 297.857, -103.491)	1863	62.638702	17.574873	(-44.1778, 257.711, 37.0205)	(-29.563, 257.807, -22.0997)	(-26.4067, 276.691, -61.0913)	(-22.7536, 284.952, -86.4637)	(-19.2806, 288.264, -103.983)	1864	49.107586	15.611376	(-54.2045, 248.58, 34.2723)	(-48.7277, 249.683, -21.8246)	(-56.8617, 261.709, -52.9855)	(-59.8892, 265.77, -71.314)	(-61.2946, 267.153, -87.9555)	3.652902
557576	3661930	1	5	0	0	Left	186	(-17.8461, 253.202, 0.804802)	10.230751	11.105444	19.487971	(0.4334, 0.291508, -0.852753)	(-42.77, 247.438, 47.4351)	(-156.537, 170.917, 271.282)	1860	50.668617	19.687469	(-16.2229, 240.582, 59.1721)	(-16.2229, 240.582, 59.1721)	(28.0249, 245.886, 39.9561)	(59.7239, 252.917, 33.2815)	(80.2751, 261.539, 37.8682)	1861	57.173882	18.805471	(-23.6929, 259.755, 48.795)	(12.2547, 262.792, -12.9667)	(27.9765, 281.739, -46.7079)	(37.7556, 289.326, -66.683)	(45.1489, 292.605, -81.1921)	1862	65.14505	18.469471	(-33.7427, 260.095, 42.2991)	(-7.91286, 261.811, -20.3968)	(-0.650268, 284.006, -61.0247)	(5.15794, 293.684, -86.2618)	(9.86581, 297.855, -103.415)	1863	62.638702	17.574873	(-44.1796, 257.573, 37.0673)	(-29.6244, 257.734, -22.0675)	(-26.3971, 276.569, -61.077)	(-22.706, 284.797, -86.4549)	(-19.2126, 288.086, -103.975)	1864	49.107586	15.611376	(-54.2204, 248.458, 34.3164)	(-48.7988, 249.634, -21.7844)	(-56.8396, 261.542, -53.0145)	(-59.8202, 265.54, -71.3643)	(-61.1918, 266.877, -88.0125)	3.66193
557577	3689074	1	5	0	0	Left	186	(-17.8227, 253.099, 0.854573)	10.214152	11.151137	19.452497	(0.434556, 0.29124, -0.852256)	(-42.7206, 247.34, 47.4993)	(-156.791, 170.89, 271.216)	1860	50.668617	19.687469	(-16.1624, 240.514, 59.2281)	(-16.1624, 240.514, 59.2281)	(28.0634, 246.045, 40.0257)	(59.7328, 253.227, 33.3714)	(80.2481, 261.926, 37.9728)	1861	57.173882	18.805471	(-23.6535, 259.675, 48.8438)	(12.2637, 262.707, -12.9358)	(28.1377, 281.516, -46.6831)	(37.993, 289.06, -66.6371)	(45.4356, 292.336, -81.1216)	1862	65.14505	18.469471	(-33.7065, 260.002, 42.3522)	(-7.90636, 261.705, -20.3562)	(-0.514766, 283.882, -60.9706)	(5.36917, 293.569, -86.1869)	(10.1263, 297.759, -103.322)	1863	62.638702	17.574873	(-44.1436, 257.468, 37.1265)	(-29.6151, 257.609, -22.0149)	(-26.3911, 276.365, -61.0627)	(-22.7119, 284.567, -86.4506)	(-19.2322, 287.856, -103.973)	1864	49.107586	15.611376	(-54.1778, 248.343, 34.3852)	(-48.7825, 249.492, -21.7187)	(-56.5816, 260.702, -53.2669)	(-59.3902, 264.248, -71.7364)	(-60.5892, 265.155, -88.4268)	3.689074
557580	3716117	1	5	0	0	Left	186	(-17.7591, 252.977, 0.974953)	10.122552	11.181984	19.400879	(0.436391, 0.291326, -0.851289)	(-42.6208, 247.285, 47.6472)	(-157.173, 170.812, 271.11)	1860	50.668617	19.687469	(-16.0501, 240.496, 59.3696)	(-16.0501, 240.496, 59.3696)	(28.1318, 245.951, 40.0445)	(59.7879, 253.092, 33.2836)	(80.3235, 261.788, 37.8002)	1861	57.173882	18.805471	(-23.5608, 259.634, 48.9565)	(12.3113, 262.58, -12.8534)	(28.4293, 281.246, -46.5647)	(38.4196, 288.728, -66.4746)	(45.9558, 291.978, -80.9166)	1862	65.14505	18.469471	(-33.6185, 259.943, 42.4713)	(-7.86322, 261.551, -20.258)	(-0.178773, 283.915, -60.7156)	(5.85218, 293.828, -85.809)	(10.6937, 298.243, -102.864)	1863	62.638702	17.574873	(-44.0577, 257.393, 37.2574)	(-29.5705, 257.438, -21.8943)	(-26.3781, 276.069, -61.0047)	(-22.7287, 284.212, -86.4159)	(-19.275, 287.476, -103.948)	1864	49.107586	15.611376	(-54.0878, 248.257, 34.5393)	(-48.7323, 249.31, -21.5703)	(-56.2986, 259.276, -53.589)	(-58.9061, 261.995, -72.2275)	(-59.8842, 262.099, -88.9566)	3.716117
557581	3725208	1	5	0	0	Left	186	(-17.7039, 252.901, 1.04869)	10.085349	11.213768	19.376837	(0.437692, 0.290896, -0.850767)	(-42.5492, 247.233, 47.7326)	(-157.443, 170.873, 271.059)	1860	50.668617	19.687469	(-15.9711, 240.471, 59.4533)	(-15.9711, 240.471, 59.4533)	(28.1352, 245.531, 39.8502)	(59.79, 252.399, 32.8061)	(80.4339, 260.962, 37.0751)	1861	57.173882	18.805471	(-23.4963, 259.595, 49.0262)	(12.3569, 262.511, -12.7961)	(28.5496, 281.182, -46.4684)	(38.5797, 288.695, -66.347)	(46.1443, 291.985, -80.7651)	1862	65.14505	18.469471	(-33.556, 259.893, 42.5436)	(-7.81904, 261.464, -20.1942)	(-0.042671, 283.984, -60.5471)	(6.04543, 294.017, -85.5792)	(10.9273, 298.525, -102.598)	1863	62.638702	17.574873	(-43.995, 257.332, 37.3347)	(-29.5243, 257.337, -21.821)	(-26.3554, 275.906, -60.9624)	(-22.7228, 284.016, -86.3865)	(-19.2815, 287.263, -103.924)	1864	49.107586	15.611376	(-54.0204, 248.188, 34.6271)	(-48.6812, 249.197, -21.4848)	(-56.1696, 258.595, -53.693)	(-58.6831, 260.908, -72.3993)	(-59.543, 260.596, -89.1323)	3.725208
557584	3752304	1	5	0	0	Left	186	(-17.4879, 252.731, 1.56007)	9.691995	11.709378	19.388746	(0.441586, 0.291053, -0.848699)	(-42.3829, 247.312, 48.2471)	(-158.299, 170.91, 271.03)	1860	50.668617	19.687469	(-15.7725, 240.896, 60.0889)	(-15.7725, 240.896, 60.0889)	(28.0796, 244.758, 39.6604)	(59.6865, 250.851, 31.742)	(80.6071, 259.108, 35.1871)	1861	57.173882	18.805471	(-23.4402, 259.85, 49.4566)	(12.5184, 262.462, -12.318)	(28.8792, 281.132, -45.9095)	(39.0408, 288.671, -65.7115)	(46.7224, 291.994, -80.0597)	1862	65.14505	18.469471	(-33.4883, 259.996, 42.9508)	(-7.63202, 261.167, -19.7467)	(0.358036, 283.838, -59.9731)	(6.61146, 294.019, -84.9044)	(11.6283, 298.658, -101.849)	1863	62.638702	17.574873	(-43.8937, 257.294, 37.7463)	(-29.2973, 256.836, -21.3768)	(-26.2327, 275.041, -60.6972)	(-22.6298, 282.92, -86.1981)	(-19.1867, 286.011, -103.764)	1864	49.107586	15.611376	(-53.834, 248.037, 35.1093)	(-48.3839, 248.534, -20.9989)	(-55.8421, 256.591, -53.5756)	(-58.2106, 257.977, -72.392)	(-58.8485, 256.741, -89.0921)	3.752304
557587	3779444	1	5	0	0	Left	186	(-17.2081, 252.44, 2.29236)	9.226054	13.056782	19.62522	(0.442006, 0.290006, -0.848839)	(-42.3727, 247.215, 48.8569)	(-158.399, 171.089, 271.677)	1860	50.668617	19.687469	(-15.7245, 241.614, 61.0225)	(-15.7245, 241.614, 61.0225)	(27.8716, 244.544, 39.9026)	(59.3836, 250.156, 31.2817)	(80.4015, 258.404, 34.0983)	1861	57.173882	18.805471	(-23.7349, 260.208, 50.013)	(12.6843, 262.634, -11.4988)	(29.1217, 281.563, -44.9077)	(39.4118, 289.318, -64.5589)	(47.2432, 292.837, -78.7791)	1862	65.14505	18.469471	(-33.7273, 260.013, 43.4232)	(-7.36617, 260.75, -19.0704)	(0.72299, 283.692, -59.1232)	(7.06566, 294.257, -83.8715)	(12.1699, 299.29, -100.676)	1863	62.638702	17.574873	(-44.0225, 256.986, 38.1791)	(-28.9111, 255.892, -20.8061)	(-26.1961, 273.726, -60.3216)	(-22.6916, 281.341, -85.9161)	(-19.2394, 284.228, -103.515)	1864	49.107586	15.611376	(-53.7239, 247.458, 35.6151)	(-47.8039, 247.157, -20.4468)	(-55.2009, 253.829, -53.3488)	(-57.3231, 254.247, -72.2409)	(-57.5826, 252.034, -88.85)	3.779444
557588	3788470	1	5	0	0	Left	186	(-17.1423, 252.195, 2.55277)	8.973745	13.48937	19.771695	(0.441763, 0.290244, -0.848884)	(-42.4536, 247.119, 49.0542)	(-158.416, 170.93, 271.886)	1860	50.668617	19.687469	(-15.8137, 241.803, 61.3649)	(-15.8137, 241.803, 61.3649)	(27.6824, 244.318, 39.9871)	(59.1612, 249.709, 31.1073)	(80.2129, 257.94, 33.7123)	1861	57.173882	18.805471	(-23.9169, 260.257, 50.19)	(12.7291, 262.51, -11.1936)	(29.2154, 281.541, -44.5207)	(39.5629, 289.381, -64.108)	(47.4557, 292.975, -78.2753)	1862	65.14505	18.469471	(-33.8812, 259.942, 43.5624)	(-7.27655, 260.424, -18.8304)	(0.89136, 283.465, -58.8098)	(7.2993, 294.148, -83.4907)	(12.461, 299.293, -100.244)	1863	62.638702	17.574873	(-44.1327, 256.8, 38.2997)	(-28.778, 255.394, -20.616)	(-26.2505, 273.173, -60.1685)	(-22.8355, 280.774, -85.7795)	(-19.4237, 283.658, -103.387)	1864	49.107586	15.611376	(-53.7532, 247.183, 35.7663)	(-47.6071, 246.523, -20.2682)	(-54.9207, 252.641, -53.2962)	(-56.9077, 252.66, -72.2076)	(-56.982, 250.039, -88.7592)	3.78847
557591	3815581	1	5	0	0	Left	186	(-17.0096, 252.268, 3.64943)	8.084112	15.520586	20.316915	(0.438788, 0.294395, -0.848997)	(-42.8718, 247.634, 49.8932)	(-158.054, 170.356, 272.755)	1860	50.668617	19.687469	(-16.264, 243.614, 62.7525)	(-16.264, 243.614, 62.7525)	(27.0675, 245.495, 40.9789)	(58.4291, 250.682, 31.5787)	(79.4382, 259.176, 33.624)	1861	57.173882	18.805471	(-24.824, 261.444, 50.9244)	(12.7015, 263.233, -9.9409)	(29.2156, 282.162, -43.3119)	(39.696, 290.002, -62.8283)	(47.7608, 293.632, -76.8892)	1862	65.14505	18.469471	(-34.6637, 260.589, 44.1598)	(-7.09435, 260.225, -17.8135)	(1.12832, 283.383, -57.7147)	(7.47701, 294.631, -82.1586)	(12.5635, 300.475, -98.7043)	1863	62.638702	17.574873	(-44.714, 256.939, 38.8373)	(-28.3763, 254.392, -19.7749)	(-26.411, 271.693, -59.5705)	(-23.2129, 279.063, -85.2769)	(-19.856, 281.824, -102.914)	1864	49.107586	15.611376	(-53.9522, 246.92, 36.4407)	(-46.8886, 244.876, -19.4521)	(-53.6817, 248.535, -52.9519)	(-54.9749, 246.838, -71.8473)	(-54.1509, 242.525, -88.0198)	3.815581
557592	3824614	1	5	0	0	Left	186	(-16.9739, 252.355, 3.95179)	7.864661	16.089464	20.456178	(0.437546, 0.295343, -0.849309)	(-42.9754, 247.818, 50.1269)	(-157.831, 170.291, 273.07)	1860	50.668617	19.687469	(-16.3813, 244.159, 63.1219)	(-16.3813, 244.159, 63.1219)	(26.8854, 245.793, 41.1999)	(58.2098, 250.866, 31.615)	(79.216, 259.406, 33.4906)	1861	57.173882	18.805471	(-25.0689, 261.814, 51.1239)	(12.6823, 263.51, -9.60437)	(29.2058, 282.414, -42.9847)	(39.7222, 290.26, -62.4797)	(47.8331, 293.906, -76.5098)	1862	65.14505	18.469471	(-34.8722, 260.809, 44.3272)	(-7.05101, 260.247, -17.532)	(1.20172, 283.432, -57.4106)	(7.49363, 294.897, -81.7682)	(12.5036, 301.02, -98.2366)	1863	62.638702	17.574873	(-44.8645, 257.02, 38.993)	(-28.2664, 254.188, -19.5329)	(-26.363, 271.217, -59.4493)	(-23.1704, 278.434, -85.1996)	(-19.7959, 281.105, -102.847)	1864	49.107586	15.611376	(-53.9938, 246.892, 36.6366)	(-46.6852, 244.493, -19.2106)	(-53.1712, 247.134, -52.8666)	(-54.1118, 244.697, -71.7019)	(-52.8582, 239.654, -87.6336)	3.824614
557594	3842784	1	5	0	0	Left	186	(-16.9498, 252.563, 4.43488)	7.522419	16.936627	20.68523	(0.437014, 0.299897, -0.847986)	(-43.1745, 248.182, 50.4987)	(-157.89, 169.459, 273.095)	1860	50.668617	19.687469	(-16.6125, 245.068, 63.6998)	(-16.6125, 245.068, 63.6998)	(26.5504, 246.291, 41.5476)	(57.8206, 251.174, 31.6914)	(78.8229, 259.776, 33.315)	1861	57.173882	18.805471	(-25.4821, 262.451, 51.4417)	(12.6247, 263.995, -9.0681)	(29.2229, 282.976, -42.3679)	(39.7929, 290.994, -61.7634)	(47.9582, 294.849, -75.7058)	1862	65.14505	18.469471	(-35.2264, 261.222, 44.5968)	(-7.0078, 260.349, -17.0785)	(1.39418, 283.545, -56.9201)	(7.61273, 295.371, -81.1234)	(12.4848, 301.97, -97.4483)	1863	62.638702	17.574873	(-45.1279, 257.224, 39.2459)	(-28.1188, 253.955, -19.1391)	(-26.2702, 270.491, -59.2645)	(-23.0899, 277.47, -85.0817)	(-19.709, 280.03, -102.745)	1864	49.107586	15.611376	(-54.0923, 246.936, 36.9524)	(-46.3949, 243.993, -18.8165)	(-52.1688, 244.672, -52.6983)	(-52.4006, 240.867, -71.3278)	(-50.3385, 234.528, -86.703)	3.842784
557598	3878839	1	5	0	0	Left	186	(-17.1021, 253.093, 5.84099)	6.492549	18.763278	21.180589	(0.438789, 0.312782, -0.842396)	(-43.8081, 249.275, 51.6778)	(-158.99, 167.169, 272.806)	1860	50.668617	19.687469	(-17.3456, 247.416, 65.3081)	(-17.3456, 247.416, 65.3081)	(25.6192, 247.658, 42.7421)	(56.7847, 252.1, 32.3593)	(77.7978, 260.774, 33.3264)	1861	57.173882	18.805471	(-26.5911, 264.126, 52.4076)	(12.2792, 265.053, -7.62729)	(29.0486, 283.813, -40.9664)	(39.7321, 291.935, -60.2559)	(48.0037, 296.022, -74.069)	1862	65.14505	18.469471	(-36.1962, 262.378, 45.4794)	(-7.11558, 260.537, -15.7728)	(1.46954, 283.195, -55.8839)	(7.65479, 295.054, -80.0795)	(12.4259, 301.91, -96.3285)	1863	62.638702	17.574873	(-45.8913, 257.903, 40.1277)	(-27.9831, 253.41, -17.906)	(-26.1493, 268.271, -58.682)	(-22.9903, 274.411, -84.7141)	(-19.6297, 276.555, -102.436)	1864	49.107586	15.611376	(-54.493, 247.268, 38.0373)	(-45.9373, 242.881, -17.5111)	(-49.8324, 239.194, -51.4671)	(-48.5093, 232.714, -69.2954)	(-44.8514, 224.116, -83.2066)	3.878839
557601	3906000	1	5	0	0	Left	186	(-17.1103, 253.24, 6.35378)	6.103551	20.014312	21.598923	(0.437251, 0.319226, -0.840777)	(-44.1908, 249.549, 51.9809)	(-158.969, 165.753, 272.685)	1860	50.668617	19.687469	(-17.8338, 248.487, 65.898)	(-17.8338, 248.487, 65.898)	(25.2066, 248.927, 43.4797)	(56.3479, 253.654, 33.1507)	(77.2246, 262.661, 34.0254)	1861	57.173882	18.805471	(-27.3109, 264.785, 52.6447)	(12.1378, 265.632, -7.01291)	(29.0637, 284.53, -40.1942)	(39.8121, 292.95, -59.3197)	(48.1288, 297.396, -72.9942)	1862	65.14505	18.469471	(-36.8046, 262.719, 45.651)	(-7.06986, 260.564, -15.2759)	(1.69681, 283.12, -55.4052)	(7.82174, 295.226, -79.4934)	(12.455, 302.449, -95.6228)	1863	62.638702	17.574873	(-46.3447, 257.949, 40.2759)	(-27.7538, 252.946, -17.5009)	(-25.6178, 265.629, -58.9918)	(-22.2662, 270.457, -85.275)	(-18.7848, 271.776, -103.054)	1864	49.107586	15.611376	(-54.6901, 247.096, 38.2697)	(-45.4766, 242.032, -17.1158)	(-48.0078, 235.886, -50.8439)	(-45.5545, 227.907, -67.9291)	(-40.7627, 218.104, -80.6482)	3.906
557604	3933072	1	5	0	0	Left	186	(-17.0477, 253.294, 6.63734)	5.910297	20.724135	21.901509	(0.43596, 0.32038, -0.841009)	(-44.3888, 249.654, 52.1128)	(-158.828, 165.554, 272.877)	1860	50.668617	19.687469	(-18.1156, 249.041, 66.2142)	(-18.1156, 249.041, 66.2142)	(24.9265, 249.435, 43.7983)	(56.0485, 254.223, 33.4388)	(76.8798, 263.345, 34.1911)	1861	57.173882	18.805471	(-27.7055, 265.106, 52.7577)	(12.1334, 265.937, -6.64033)	(29.1573, 285.209, -39.5557)	(39.8744, 294.112, -58.4784)	(48.1311, 299.087, -72.0065)	1862	65.14505	18.469471	(-37.1249, 262.86, 45.7189)	(-6.95305, 260.557, -14.9873)	(1.98309, 283.149, -55.0595)	(8.04435, 295.523, -79.0272)	(12.5376, 303.086, -95.0398)	1863	62.638702	17.574873	(-46.568, 257.925, 40.3216)	(-27.5247, 252.663, -17.2844)	(-24.3459, 262.251, -59.5319)	(-20.1507, 264.803, -86.013)	(-16.0227, 264.425, -103.699)	1864	49.107586	15.611376	(-54.7634, 246.951, 38.3535)	(-45.112, 241.531, -16.9234)	(-45.5786, 232.548, -50.1027)	(-41.5504, 222.828, -65.9419)	(-35.3016, 211.706, -76.8082)	3.933072
557607	3960194	1	5	0	0	Left	186	(-17.0687, 253.965, 7.22952)	5.544839	22.133252	22.277637	(0.435612, 0.323279, -0.840079)	(-44.7417, 250.402, 52.5099)	(-159.09, 165.542, 273.03)	1860	50.668617	19.687469	(-18.5964, 250.675, 66.8573)	(-18.5964, 250.675, 66.8573)	(24.4574, 251.125, 44.4648)	(55.5248, 256.093, 34.0269)	(76.2215, 265.528, 34.6172)	1861	57.173882	18.805471	(-28.4513, 266.272, 53.0464)	(11.9164, 267.106, -5.99349)	(28.9703, 286.422, -38.8675)	(39.6802, 295.519, -57.7023)	(47.9256, 300.745, -71.1422)	1862	65.14505	18.469471	(-37.7454, 263.677, 45.9612)	(-6.9516, 261.118, -14.4217)	(1.92743, 283.426, -54.6648)	(7.88352, 295.769, -78.6751)	(12.2645, 303.4, -94.6867)	1863	62.638702	17.574873	(-47.0123, 258.421, 40.5621)	(-27.2997, 252.678, -16.7723)	(-22.5764, 258.37, -59.5764)	(-16.9639, 257.835, -85.9121)	(-11.6856, 255.067, -103.072)	1864	49.107586	15.611376	(-54.9157, 247.216, 38.7044)	(-44.6098, 241.121, -16.3838)	(-42.2359, 229.311, -48.5812)	(-36.2687, 218.11, -62.7418)	(-28.3818, 206.1, -71.3657)	3.960194
557610	3987343	1	5	0	0	Left	186	(-16.9455, 255.032, 7.82257)	5.092662	23.660319	22.323333	(0.436089, 0.336077, -0.834792)	(-44.6851, 251.587, 53.0714)	(-159.158, 163.367, 272.204)	1860	50.668617	19.687469	(-18.61, 252.818, 67.4963)	(-18.61, 252.818, 67.4963)	(24.4948, 254.015, 45.2298)	(55.4582, 259.649, 34.8208)	(75.8686, 269.69, 35.3632)	1861	57.173882	18.805471	(-28.8199, 267.888, 53.3628)	(11.7333, 268.684, -5.5503)	(28.6608, 287.96, -38.5128)	(39.3003, 297.145, -57.3446)	(47.5018, 302.51, -70.7566)	1862	65.14505	18.469471	(-38.0159, 264.917, 46.2973)	(-6.93881, 262.043, -13.926)	(1.61387, 283.912, -54.4795)	(7.34443, 296.075, -78.6363)	(11.5569, 303.638, -94.7252)	1863	62.638702	17.574873	(-47.1209, 259.318, 40.9677)	(-27.0488, 253.027, -16.1841)	(-21.2545, 255.338, -59.1723)	(-14.5392, 252.163, -85.0601)	(-8.34677, 247.408, -101.462)	1864	49.107586	15.611376	(-54.7197, 247.876, 39.295)	(-44.0501, 241.026, -15.6351)	(-38.6532, 226.394, -46.2707)	(-30.7199, 213.922, -58.2329)	(-21.3085, 201.385, -64.1563)	3.987343
557614	4023495	1	5	0	0	Left	186	(-16.9227, 255.935, 8.18824)	4.677854	24.256775	22.288683	(0.435756, 0.345155, -0.831255)	(-44.6501, 252.725, 53.4617)	(-159.036, 162.122, 271.666)	1860	50.668617	19.687469	(-18.5963, 254.382, 67.8825)	(-18.5963, 254.382, 67.8825)	(24.3495, 255.145, 45.2922)	(55.2312, 260.5, 34.5003)	(75.6132, 270.608, 34.8363)	1861	57.173882	18.805471	(-28.9496, 269.187, 53.5748)	(11.6247, 269.722, -5.32683)	(28.4657, 289.704, -37.9112)	(39, 299.467, -56.5095)	(47.1022, 305.36, -69.7592)	1862	65.14505	18.469471	(-38.1115, 266.044, 46.5396)	(-6.97541, 262.799, -13.6344)	(1.38092, 284.3, -54.4251)	(7.01666, 296.235, -78.7173)	(11.1796, 303.641, -94.8918)	1863	62.638702	17.574873	(-47.1571, 260.293, 41.2702)	(-26.9927, 253.556, -15.7983)	(-19.6305, 252.357, -58.5915)	(-11.3602, 246.101, -83.4475)	(-3.94944, 238.949, -98.411)	1864	49.107586	15.611376	(-54.6397, 248.757, 39.7243)	(-43.873, 241.393, -15.1202)	(-33.5834, 223.132, -42.3682)	(-23.2218, 209.447, -50.5501)	(-12.4157, 196.786, -52.4874)	4.023495
557617	4050605	1	5	0	0	Left	186	(-16.9648, 256.586, 8.16036)	4.545558	24.581831	22.431545	(0.430994, 0.3466, -0.833134)	(-44.8108, 253.432, 53.3649)	(-157.947, 162.449, 272.062)	1860	50.668617	19.687469	(-18.8109, 255.306, 67.8561)	(-18.8109, 255.306, 67.8561)	(24.068, 255.72, 45.1299)	(54.9328, 260.874, 34.1928)	(75.3234, 270.968, 34.4348)	1861	57.173882	18.805471	(-29.2055, 269.984, 53.4468)	(11.5438, 270.472, -5.33425)	(28.4175, 290.506, -37.8699)	(38.9966, 300.287, -56.4338)	(47.1471, 306.182, -69.6531)	1862	65.14505	18.469471	(-38.3277, 266.755, 46.3991)	(-6.99083, 263.403, -13.6647)	(1.30313, 284.755, -54.5463)	(6.88082, 296.633, -78.8799)	(10.9925, 304.021, -95.0757)	1863	62.638702	17.574873	(-47.3241, 260.927, 41.1299)	(-26.948, 254.036, -15.8448)	(-18.0451, 250.297, -58.1963)	(-8.42912, 241.819, -81.8823)	(-0.0658187, 233.02, -95.3951)	1864	49.107586	15.611376	(-54.7357, 249.341, 39.6165)	(-43.7602, 241.778, -15.1595)	(-29.6613, 221.586, -39.144)	(-17.9729, 207.646, -44.6812)	(-6.67326, 195.275, -44.3782)	4.050605
557619	4068738	1	5	0	0	Left	186	(-16.9125, 257.173, 8.11357)	4.777892	25.018066	22.400594	(0.431205, 0.351472, -0.830981)	(-44.7319, 253.764, 53.3161)	(-157.923, 161.503, 271.448)	1860	50.668617	19.687469	(-18.7466, 255.825, 67.8081)	(-18.7466, 255.825, 67.8081)	(24.125, 256.691, 45.0809)	(54.9487, 262.217, 34.2096)	(75.2164, 272.553, 34.5386)	1861	57.173882	18.805471	(-29.2536, 270.435, 53.4127)	(11.4885, 271.29, -5.36909)	(28.2707, 291.473, -37.8594)	(38.8209, 301.331, -56.3991)	(46.9648, 307.274, -69.6007)	1862	65.14505	18.469471	(-38.3512, 267.143, 46.3623)	(-6.99184, 264.087, -13.7055)	(1.09553, 285.506, -54.593)	(6.54272, 297.444, -78.9272)	(10.5631, 304.883, -95.1224)	1863	62.638702	17.574873	(-47.303, 261.252, 41.088)	(-26.8769, 254.569, -15.8936)	(-16.9329, 249.33, -57.8527)	(-6.39401, 239.503, -80.6064)	(2.5993, 229.736, -93.0039)	1864	49.107586	15.611376	(-54.6258, 249.611, 39.5642)	(-43.5948, 242.182, -15.2192)	(-27.1522, 220.884, -36.6156)	(-14.7379, 206.932, -40.1931)	(-3.23905, 194.893, -38.2792)	4.068738
